repo_name,url,pulls_count_open,pulls_count_closed,issues_count_open,issues_count_closed,commits_count,branches_count,releases_count,owner_type,watchers_count,forks_count,stargazers_count,development_time,owner_account_age,avg_dev_account_age,has_test,has_doc,has_example,has_readme,owner_projects_count,owner_following,owner_followers,devs_followers_avg,devs_following_avg,commits_by_dev_with_most_commits,magnetism,stickiness,wealth,last_commit_age,productive_duration
sckott/rfna,https://github.com/sckott/rfna,0,0,0,0,32,2,0,1,6,0,6,2421,3880,2798.0,False,False,False,True,222,97,807,473.3333333333333,82.33333333333333,32,0.0,0,0.0,355,2421
craigbarnes/lua-gumbo,https://github.com/craigbarnes/lua-gumbo,1,3,7,5,10,2,0,1,117,14,117,2783,3940,3423.6666666666665,True,True,True,True,9,0,62,50.333333333333336,1.6666666666666667,1693,0.037037037037037035,2.0,2.066666666666667,158,2959
ixti/redmine_tags,https://github.com/ixti/redmine_tags,3,5,24,13,19,2,0,1,189,121,189,3626,4469,3674.891891891892,True,False,False,True,86,42,143,30.324324324324323,11.945945945945946,66,0.4,0.25,3.75,148,3626
bells/elasticsearch-analysis-dynamic-synonym,https://github.com/bells/elasticsearch-analysis-dynamic-synonym,0,5,3,7,21,3,0,1,259,129,259,1849,3565,3004.75,True,False,False,True,22,29,23,22.25,25.875,30,0.043478260869565216,1.0,5.0,74,1861
ekmett/exceptions,https://github.com/ekmett/exceptions,0,30,0,59,152,8,24,1,41,28,41,2988,4102,4085.478260869565,True,False,False,True,288,3,3603,441.7391304347826,11.26086956521739,90,2.5,0.2,28.333333333333336,42,2988
sealink/table_creator,https://github.com/sealink/table_creator,7,91,25,134,251,5,6,0,0,0,0,1523,4410,2958.0,True,False,False,True,119,0,0,7.5,2.75,42,0.11822660098522167,0.7083333333333334,75.38386752136753,244,1523
liip/LiipImagineBundle,https://github.com/liip/LiipImagineBundle,0,5,0,5,28,3,0,0,1478,375,1478,3782,4287,3632.9886363636365,False,True,False,True,167,0,0,122.00568181818181,39.45454545454545,289,0.5,1.0,7.5,34,3845
brightbox/gobrightbox,https://github.com/brightbox/gobrightbox,0,11,0,16,23,1,5,0,5,1,5,2103,4655,3798.6666666666665,False,False,False,True,75,0,0,32.333333333333336,11.333333333333334,67,0.5,1.0,7.862337662337662,76,2103
jmhobbs/jsTodoTxt,https://github.com/jmhobbs/jsTodoTxt,1,27,5,59,107,3,7,1,46,11,46,2799,4407,2921.6666666666665,True,False,False,True,197,49,180,52.666666666666664,15.333333333333334,49,0.3870967741935484,0.5,24.583333333333332,92,2799
mar10/wsgidav,https://github.com/mar10/wsgidav,26,439,42,485,1853,6,14,1,500,95,500,4248,4644,2966.0555555555557,True,True,False,True,61,1,122,16.444444444444443,12.333333333333334,510,0.3150684931506849,0.717391304347826,405.6531496281495,58,4248
coelckers/gzdoom,https://github.com/coelckers/gzdoom,1,9,2,14,31,117,0,1,1193,345,1193,5625,2999,2677.639705882353,True,True,True,True,10,0,122,39.68382352941177,7.8088235294117645,9319,0.05,0.6666666666666666,8.5,2,5653
synrc/active,https://github.com/synrc/active,1,18,9,79,97,2,0,0,64,18,64,2429,3833,3545.8571428571427,False,False,False,True,24,0,0,95.0,126.42857142857143,91,0.25,0.7142857142857143,15.61111111111111,215,2429
mones/clawsker,https://github.com/mones/clawsker,0,10,4,15,36,4,0,1,7,4,7,4815,3955,3860.6666666666665,True,False,False,True,13,4,4,26.333333333333332,2.6666666666666665,463,0.22727272727272727,0.6,9.166666666666666,198,4815
pgundlach/lvdebug,https://github.com/pgundlach/lvdebug,0,7,0,7,31,1,0,1,9,2,9,3240,4213,3518.0,False,False,False,True,25,10,35,30.666666666666668,23.0,33,0.6666666666666666,1.5,7.0,243,3240
jensgerdes/sonar-pmd,https://github.com/jensgerdes/sonar-pmd,0,0,0,0,40,14,0,1,157,107,157,2624,1485,3093.25,True,True,True,True,10,2,2,49.416666666666664,6.708333333333333,245,0.06666666666666667,1.0,0.0,196,2624
realfastvla/realfast,https://github.com/realfastvla/realfast,1,25,9,77,382,10,0,0,4,4,4,2211,1897,3363.6666666666665,True,False,False,True,17,0,0,37.666666666666664,37.333333333333336,1138,0.5,0.46153846153846156,25.0,160,2378
unclecheese/silverstripe-event-calendar,https://github.com/unclecheese/silverstripe-event-calendar,1,35,3,37,93,3,5,1,32,72,32,3529,3837,3520.340909090909,False,False,False,True,118,0,280,31.136363636363637,17.5,80,0.023809523809523808,2.0,33.833333333333336,308,3529
mono/linux-packaging-mono-snapshot,https://github.com/mono/linux-packaging-mono-snapshot,0,0,0,0,16,7,0,0,1,7,1,3210,4591,3679.75,False,False,False,False,244,0,0,431.25,0.0,108,0.14285714285714285,3.0,0.0,190,3210
briandfoy/unicode-tussle,https://github.com/briandfoy/unicode-tussle,1,6,3,14,54,5,1,1,17,6,17,3489,4758,4418.333333333333,True,False,False,True,191,1,423,199.0,29.0,152,0.08333333333333333,3.0,5.5,214,3489
tbotaq/twr-snippets-rb,https://github.com/tbotaq/twr-snippets-rb,2,51,3,63,94,1,0,1,3,2,3,211,4344,2272.3333333333335,True,False,False,True,13,8,15,5.0,2.6666666666666665,15,1.0,1.0,50.5,4,237
wavebeem/pkmn.help,https://github.com/wavebeem/pkmn.help,1,2,15,7,1159,5,0,1,25,12,25,1798,4262,3192.25,False,False,False,True,105,0,77,26.25,1.25,291,0.0,0,1.1,1,1803
Pomax/lib-font,https://github.com/Pomax/lib-font,2,33,4,33,39,3,0,1,663,66,663,610,4261,3627.0,True,False,True,True,138,0,618,214.75,1.75,203,0.08928571428571429,1.0,32.14285714285714,53,610
realadeel/pinterest-api,https://github.com/realadeel/pinterest-api,10,47,25,67,41,3,0,1,55,34,55,1979,4819,3794.1428571428573,True,False,False,True,60,37,43,41.0,17.0,39,0.14285714285714285,0.6363636363636364,42.541666666666664,188,1979
lmirosevic/GBDeviceInfo,https://github.com/lmirosevic/GBDeviceInfo,1,9,8,41,240,1,7,1,1082,175,1082,2948,3436,3163.1923076923076,False,False,False,True,90,33,105,40.61538461538461,37.57692307692308,182,0.35714285714285715,1.0,8.5,264,2948
TYPO3/Fluid,https://github.com/TYPO3/Fluid,2,113,4,132,290,14,0,0,137,75,137,4605,4486,3473.794117647059,True,True,True,True,24,0,0,36.73529411764706,12.117647058823529,342,0.3793103448275862,0.5454545454545454,103.49999999999999,99,4605
jupyterhub/configurable-http-proxy,https://github.com/jupyterhub/configurable-http-proxy,0,2,1,3,15,12,1,0,171,115,171,2557,1998,3085.294117647059,True,True,False,True,62,0,0,169.64705882352942,44.85294117647059,315,0.06666666666666667,1.5,2.0,15,2648
flownative/neos-cachemanagement,https://github.com/flownative/neos-cachemanagement,0,1,0,1,11,1,1,0,5,4,5,0,2449,3912.4,False,False,False,True,91,0,0,43.4,6.6,10,0.3333333333333333,2.0,1.0,49,0
realadeel/pinterest-api,https://github.com/realadeel/pinterest-api,10,47,25,67,41,3,0,1,55,34,55,1979,4820,3795.1428571428573,True,False,False,True,60,37,43,41.0,17.0,39,0.14285714285714285,0.6363636363636364,42.541666666666664,189,1979
lmirosevic/GBDeviceInfo,https://github.com/lmirosevic/GBDeviceInfo,1,9,8,41,240,1,7,1,1082,175,1082,2948,3437,3164.1923076923076,False,False,False,True,90,33,105,40.65384615384615,37.61538461538461,182,0.35714285714285715,1.0,8.5,265,2948
TYPO3/Fluid,https://github.com/TYPO3/Fluid,2,113,4,132,290,14,0,0,137,75,137,4605,4487,3474.764705882353,True,True,True,True,24,0,0,36.720588235294116,12.117647058823529,342,0.3793103448275862,0.5454545454545454,103.49999999999999,100,4605
jupyterhub/configurable-http-proxy,https://github.com/jupyterhub/configurable-http-proxy,0,2,1,3,15,12,1,0,171,115,171,2557,1999,3086.294117647059,True,True,False,True,62,0,0,169.61764705882354,44.85294117647059,315,0.06666666666666667,1.5,2.0,16,2648
flownative/neos-cachemanagement,https://github.com/flownative/neos-cachemanagement,0,1,0,1,11,1,1,0,5,4,5,0,2450,3913.2,False,False,False,True,91,0,0,43.4,6.6,10,0.3333333333333333,2.0,1.0,50,0
jsoverson/preprocess,https://github.com/jsoverson/preprocess,30,3762,342,4419,3150,1,147,1,314,80,314,2975,3742,3523.9583333333335,True,False,False,True,146,110,424,103.625,24.625,83,0.13733905579399142,0.78125,3643.3675324675332,154,2975
monich/harbour-swissclock,https://github.com/monich/harbour-swissclock,0,4,12,12,27,1,0,1,1,3,1,2464,2857,2450.6666666666665,False,False,False,True,89,0,34,13.0,0.0,75,0.42857142857142855,0.6666666666666666,3.5,43,2464
pantsbuild/pants,https://github.com/pantsbuild/pants,0,19,0,19,72,45,0,0,1649,417,1649,3495,3186,3417.235,True,False,False,True,48,0,0,71.065,15.81,1568,0.35714285714285715,0.2,19.0,0,3465
4teamwork/ftw.publisher.core,https://github.com/4teamwork/ftw.publisher.core,1,34,4,53,49,6,4,0,4,0,4,4090,3823,3086.4615384615386,True,True,False,True,268,0,0,14.692307692307692,13.923076923076923,216,0.4,0.3888888888888889,29.152777777777775,160,4090
kittylyst/fix8on,https://github.com/kittylyst/fix8on,0,4,0,4,4292,2,0,1,6,5,6,0,4508,3490.75,True,False,False,True,44,46,345,146.5,18.75,22,0.52,1.2307692307692308,4.0,93,0
gthmb/jquery-free-transform,https://github.com/gthmb/jquery-free-transform,1,24,6,49,117,1,1,1,131,58,131,3006,3738,3907.6,False,False,True,True,37,10,21,109.6,34.0,53,0.17647058823529413,1.0,22.833333333333332,342,3006
himynameisjonas/jonas.brusman.se,https://github.com/himynameisjonas/jonas.brusman.se,0,3,0,10,46,5,0,1,3,0,3,351,4655,2206.25,False,False,False,False,65,29,48,60.5,7.25,215,0.1111111111111111,2.0,2.25,7,380
rickysarraf/apt-offline,https://github.com/rickysarraf/apt-offline,1,22,4,36,34,6,0,1,118,31,118,5649,4554,3752.9166666666665,True,False,False,True,37,10,31,45.25,10.666666666666666,1087,0.8,0.25,22.0,45,5649
gocd-contrib/deb-repo-query,https://github.com/gocd-contrib/deb-repo-query,0,0,0,0,32,7,0,0,2,6,2,2709,2182,3332.8333333333335,True,False,False,True,58,0,0,35.5,2.0,23,0.0,0,0.0,211,2709
sckott/rfna,https://github.com/sckott/rfna,1,3,7,5,10,2,0,1,6,0,6,2421,3882,2800.0,False,False,False,True,222,97,806,473.0,82.33333333333333,32,0.037037037037037035,2.0,2.066666666666667,356,2421
craigbarnes/lua-gumbo,https://github.com/craigbarnes/lua-gumbo,2,5,3,6,17,2,0,1,117,14,117,2783,3941,3425.0,True,True,True,True,9,0,62,50.333333333333336,1.6666666666666667,1693,0.14285714285714285,1.5,5.0,159,2959
ixti/redmine_tags,https://github.com/ixti/redmine_tags,3,5,24,13,19,2,0,1,189,121,189,3626,4470,3676.4054054054054,True,False,False,True,86,42,143,30.324324324324323,11.945945945945946,66,0.4,0.25,3.75,149,3626
juju/loggo,https://github.com/juju/loggo,0,5,3,7,21,3,0,0,130,35,130,2828,3018,3659.4666666666667,False,False,True,True,152,0,0,433.6666666666667,18.266666666666666,24,0.043478260869565216,1.0,5.0,42,2828
bells/elasticsearch-analysis-dynamic-synonym,https://github.com/bells/elasticsearch-analysis-dynamic-synonym,0,5,3,7,21,3,0,1,259,129,259,1849,3566,3006.0,True,False,False,True,22,29,23,22.375,25.875,30,0.043478260869565216,1.0,5.0,75,1861
Cysharp/MasterMemory,https://github.com/Cysharp/MasterMemory,7,91,25,134,251,2,6,0,816,66,816,1602,1048,2753.5833333333335,True,False,False,True,20,0,0,246.08333333333334,46.25,114,0.11822660098522167,0.7083333333333334,75.38386752136753,112,1602
sealink/table_creator,https://github.com/sealink/table_creator,0,5,0,5,28,5,0,0,0,0,0,1523,4412,2959.25,True,False,False,True,119,0,0,7.5,2.75,42,0.5,1.0,7.5,245,1523
liip/LiipImagineBundle,https://github.com/liip/LiipImagineBundle,7,91,25,134,251,3,6,0,1478,375,1478,3782,4289,3634.6136363636365,False,True,False,True,167,0,0,121.6534090909091,39.46590909090909,289,0.11822660098522167,0.7083333333333334,75.38386752136753,35,3845
brightbox/gobrightbox,https://github.com/brightbox/gobrightbox,0,5,0,5,28,1,0,0,5,1,5,2103,4657,3800.6666666666665,False,False,False,True,75,0,0,32.333333333333336,11.333333333333334,67,0.5,1.0,7.5,77,2103
jmhobbs/jsTodoTxt,https://github.com/jmhobbs/jsTodoTxt,0,11,0,16,23,3,5,1,46,11,46,2799,4408,2923.0,True,False,False,True,197,49,180,52.666666666666664,15.333333333333334,49,0.5,1.0,7.862337662337662,93,2799
mar10/wsgidav,https://github.com/mar10/wsgidav,1,27,5,59,107,6,7,1,500,95,500,4248,4645,2967.5555555555557,True,True,False,True,61,1,122,16.444444444444443,12.36111111111111,510,0.3870967741935484,0.5,24.583333333333332,59,4248
coelckers/gzdoom,https://github.com/coelckers/gzdoom,26,439,42,485,1853,117,14,1,1192,345,1192,5625,3001,2679.095588235294,True,True,True,True,10,0,122,39.705882352941174,7.8088235294117645,9319,0.3150684931506849,0.717391304347826,405.6531496281495,3,5653
kazu-yamamoto/logger,https://github.com/kazu-yamamoto/logger,1,9,2,14,31,1,0,1,139,62,139,3412,4290,3929.6415094339623,True,False,False,True,128,3,463,192.60377358490567,48.22641509433962,318,0.05,0.6666666666666666,8.5,131,3515
asmjit/asmjit,https://github.com/asmjit/asmjit,1,18,9,79,97,5,0,0,2778,386,2778,2727,1884,3109.4193548387098,True,False,False,True,4,0,0,180.2258064516129,26.483870967741936,272,0.25,0.7142857142857143,15.61111111111111,5,2727
mikehadlow/AsmSpy,https://github.com/mikehadlow/AsmSpy,0,10,4,15,36,2,0,1,578,102,578,2611,4195,3551.5,False,False,False,True,40,0,215,52.6,24.85,77,0.22727272727272727,0.6,9.166666666666666,33,2611
dxw/cidr,https://github.com/dxw/cidr,0,7,0,7,31,9,0,0,4,2,4,2716,4719,3019.6666666666665,True,False,False,True,276,0,0,2.3333333333333335,0.6666666666666666,58,0.6666666666666666,1.5,7.0,148,2716
sos-berlin/scheduler-engine-doc,https://github.com/sos-berlin/scheduler-engine-doc,0,0,0,0,40,11,0,0,2,2,2,3094,3317,3000.5714285714284,False,True,False,True,22,0,0,0.5714285714285714,0.14285714285714285,239,0.06666666666666667,1.0,0.0,146,3094
gtk-gnutella/htdocs,https://github.com/gtk-gnutella/htdocs,0,0,0,0,7,1,0,0,0,0,0,7067,3680,3341.1111111111113,False,False,False,False,8,0,0,22.444444444444443,8.11111111111111,311,0.0,0,0.0,42,7067
realfastvla/realfast,https://github.com/realfastvla/realfast,0,0,0,0,190,10,0,0,4,4,4,2211,1898,3365.0,True,False,False,True,17,0,0,37.666666666666664,37.333333333333336,1138,0.0,0,0.0,161,2378
cimgui/cimgui,https://github.com/cimgui/cimgui,1,25,9,77,382,3,0,0,791,160,791,2326,1071,3316.8125,True,False,False,True,6,0,0,92.9375,28.71875,347,0.5,0.46153846153846156,25.0,17,2350
KumbiaPHP/KumbiaPHP,https://github.com/KumbiaPHP/KumbiaPHP,1,35,3,37,93,6,5,0,247,74,247,4467,4299,3492.9545454545455,True,False,False,True,20,0,0,17.863636363636363,34.59090909090909,757,0.023809523809523808,2.0,33.833333333333336,48,4467
Tinkerforge/dc-brick,https://github.com/Tinkerforge/dc-brick,0,0,0,0,16,2,0,0,1,2,1,3539,3668,2970.714285714286,False,False,True,True,242,0,0,10.571428571428571,1.1428571428571428,90,0.14285714285714285,3.0,0.0,127,3539
modelica-3rdparty/ExternalMedia,https://github.com/modelica-3rdparty/ExternalMedia,1,6,3,14,54,4,1,0,24,21,24,5334,3117,3095.4,False,False,False,True,122,0,0,34.2,3.6,249,0.08333333333333333,3.0,5.5,126,5334
wavebeem/pkmn.help,https://github.com/wavebeem/pkmn.help,2,51,3,63,94,5,0,1,25,12,25,1798,4264,3193.5,False,False,False,True,105,0,77,26.25,1.25,291,1.0,1.0,50.5,2,1803
crategus/cl-cffi-gtk,https://github.com/crategus/cl-cffi-gtk,1,2,15,7,1159,6,0,1,117,29,117,3533,3785,3328.0,True,False,False,True,5,0,15,82.75,195.0,3243,0.0,0,1.1,3,3560
apache/cordova-coho,https://github.com/apache/cordova-coho,2,33,4,33,39,10,0,0,27,63,27,3449,4617,3607.5833333333335,True,True,False,True,2254,0,0,122.58333333333333,37.625,203,0.08928571428571429,1.0,32.14285714285714,52,3449
GrognardsFromHell/TemplePlus,https://github.com/GrognardsFromHell/TemplePlus,6,186,42,236,1007,29,9,0,55,17,55,2363,2385,2286.222222222222,False,True,False,True,21,0,0,6.888888888888889,0.6666666666666666,907,0.7,0.7142857142857143,182.0,0,2389
merit-gem/merit,https://github.com/merit-gem/merit,0,12,0,30,24,1,4,0,1428,194,1428,3644,2345,3779.4074074074074,True,False,False,True,1,0,0,144.44444444444446,38.74074074074074,383,0.15789473684210525,0.6666666666666666,11.5,106,3644
nanodeath/HydrateJS,https://github.com/nanodeath/HydrateJS,0,1,0,1,2,2,0,1,46,6,46,3866,4862,3742.75,True,False,False,True,71,9,33,22.75,9.25,20,0.25,2.0,1.0,35,3866
theforeman/puppet-foreman_proxy,https://github.com/theforeman/puppet-foreman_proxy,7,148,9,158,147,20,0,0,40,126,40,3557,3493,3530.1194029850744,True,False,True,True,197,0,0,33.43283582089552,11.507462686567164,236,0.17567567567567569,1.0,139.89444444444447,6,3526
Tieske/date,https://github.com/Tieske/date,0,3,0,5,11,1,0,1,197,41,197,2754,3637,3850.2,True,True,False,True,103,12,163,324.4,18.6,52,0.2,2.0,3.0,51,2754
jacobsa/gcloud,https://github.com/jacobsa/gcloud,1,3,2,3,3,1,0,1,6,10,6,2312,4225,3490.1428571428573,False,False,False,True,41,0,80,67.85714285714286,48.714285714285715,1116,0.4,1.0,2.333333333333333,89,2312
arkokoley/saadhn,https://github.com/arkokoley/saadhn,0,0,11,1,1,1,0,1,63,18,63,2173,3502,3062.0,False,False,False,True,41,440,212,359.6363636363636,58.36363636363637,44,0.0,0,0.0,37,2173
planetarypy/pvl,https://github.com/planetarypy/pvl,0,31,4,57,241,2,3,0,16,15,16,2284,2344,3856.0,True,True,False,True,11,0,0,47.833333333333336,19.0,216,1.0,0.5,29.0,7,2263
exoplatform/social,https://github.com/exoplatform/social,8,89,8,89,136,52,0,0,24,61,24,4597,4150,2939.240963855422,True,False,False,False,129,0,0,8.301204819277109,7.614457831325301,497,0.0625,0.5,86.73333333333333,91,4597
Michael--/DockingFramework,https://github.com/Michael--/DockingFramework,0,2,0,3,18,1,0,1,6,3,6,2915,3179,3149.0,False,False,False,True,7,1,2,1.0,0.6666666666666666,455,0.2222222222222222,1.5,2.0,277,2915
feross/render-media,https://github.com/feross/render-media,0,5,10,23,31,4,2,1,184,31,184,1733,4390,2899.75,True,False,False,True,147,273,12081,1133.75,80.16666666666667,118,0.2857142857142857,0.75,5.0,286,1733
taocpp/operators,https://github.com/taocpp/operators,0,1,0,1,107,1,0,0,161,13,161,3033,2163,2579.0,True,True,False,True,8,0,0,57.0,14.0,153,0.0,0,1.0,58,3033
npolar/api.npolar.no,https://github.com/npolar/api.npolar.no,0,1,0,1,6,4,0,0,4,0,4,3310,3539,3548.6666666666665,True,False,True,True,77,0,0,10.0,7.833333333333333,1130,0.3333333333333333,2.0,1.0,105,3310
mages/googleVis,https://github.com/mages/googleVis,0,5,3,5,36,2,10,1,338,162,338,3832,3608,3108.1666666666665,False,False,False,True,25,4,193,322.6666666666667,12.333333333333334,256,0.3333333333333333,2.0,5.0,201,3832
mapclient-plugins/fieldworkpcmeshfittingstep,https://github.com/mapclient-plugins/fieldworkpcmeshfittingstep,1,4,1,4,26,1,3,0,2,2,2,2454,3024,2483.0,False,False,False,True,86,0,0,9.333333333333334,0.6666666666666666,31,0.7142857142857143,0.4,4.0,93,2454
gggeek/ezdbintegrity,https://github.com/gggeek/ezdbintegrity,1,7,4,12,33,1,0,1,5,2,5,2610,4100,3413.0,False,True,False,True,94,0,56,21.333333333333332,2.0,90,0.2,0.6666666666666666,5.283333333333333,129,2610
Appdynamics/aws-lambda-monitoring-extension,https://github.com/Appdynamics/aws-lambda-monitoring-extension,39,171,232,358,325,9,14,0,2,1,2,1287,3395,2046.0,True,False,False,True,425,0,0,2.5555555555555554,20.444444444444443,13,0.2736842105263158,0.4230769230769231,160.83253968253968,16,1321
rrrene/html_sanitize_ex,https://github.com/rrrene/html_sanitize_ex,0,29,0,30,68,4,7,1,191,58,191,2251,4096,3597.4117647058824,True,False,False,True,408,6,404,101.29411764705883,37.588235294117645,107,0.75,0.3333333333333333,29.5,5,2251
top-think/framework,https://github.com/top-think/framework,5,38,37,95,168,3,4,0,2365,995,2365,3100,2094,2664.0,True,False,False,True,45,0,0,47.614583333333336,17.291666666666668,4752,0.52,0.3076923076923077,30.06904761904762,2,3100
uvasoftware/scanii-java,https://github.com/uvasoftware/scanii-java,0,5,0,5,8,4,0,0,4,2,4,2112,3932,2741.75,True,False,False,True,10,0,0,12.0,16.0,121,0.15384615384615385,2.0,5.0,148,2112
brownhci/WebGazer,https://github.com/brownhci/WebGazer,0,83,14,102,205,7,8,0,3000,417,3000,1966,2920,2728.96,True,False,True,True,9,0,0,26.36,20.64,120,0.25,1.0,82.16666666666667,57,2045
fedorov/MultiVolumeExplorer,https://github.com/fedorov/MultiVolumeExplorer,0,1,0,1,72,6,11,1,5,25,5,3360,4094,3355.6428571428573,False,False,False,True,139,3,106,55.07142857142857,23.428571428571427,128,0.15,0.3333333333333333,0.3333333333333333,128,3360
zingchart/ZingChart,https://github.com/zingchart/ZingChart,0,4,0,4,2,6,0,0,242,51,242,2340,2924,2587.8125,False,False,False,True,24,0,0,63.125,4.4375,39,0.4,0.5,1.5769230769230769,8,2266
flavianmissi/mittun,https://github.com/flavianmissi/mittun,0,0,2,1,10,2,0,1,18,6,18,3741,3978,3687.6666666666665,True,False,False,True,61,66,193,254.66666666666666,97.66666666666667,164,0.0,0,0.0,72,3741
zendesk/charcoal,https://github.com/zendesk/charcoal,0,15,11,21,70,2,0,0,8,7,8,2976,4853,3803.6,True,False,False,True,682,0,0,101.7,12.3,105,0.19047619047619047,0.875,11.31904761904762,238,2976
Bramas/texiteasy,https://github.com/Bramas/texiteasy,0,40,1,44,49,16,0,1,37,11,37,2811,3746,3382.6666666666665,False,True,False,True,61,2,9,17.0,0.6666666666666666,289,0.4166666666666667,0.4,40.0,115,2811
heroku/heroku-buildpack-gradle,https://github.com/heroku/heroku-buildpack-gradle,0,2,0,3,44,1,0,0,58,95,58,3616,4752,3660.75,True,False,False,True,829,0,0,136.41666666666666,8.083333333333334,114,0.6666666666666666,1.0,1.1428571428571428,10,3616
