repo_name,url,pulls_count_open,pulls_count_closed,issues_count_open,issues_count_closed,commits_count,branches_count,releases_count,owner_type,watchers_count,forks_count,stargazers_count,development_time,owner_account_age,avg_dev_account_age,has_test,has_doc,has_example,has_readme,owner_projects_count,owner_following,owner_followers,devs_followers_avg,devs_following_avg,commits_by_dev_with_most_commits,magnetism,stickiness,wealth,last_commit_age,productive_duration
Froxlor/Froxlor,https://github.com/Froxlor/Froxlor,0,1,0,7,113,4,0,0,1337,410,1337,4244,3479,3296.735294117647,True,True,True,True,6,0,0,20.901960784313726,10.068627450980392,2018,0.3333333333333333,1.0,1.0,11,4276
stevengj/Sobol.jl,https://github.com/stevengj/Sobol.jl,0,7,1,7,5,1,0,1,58,17,58,1676,3212,2872.090909090909,True,False,False,True,96,0,901,143.1818181818182,8.090909090909092,43,0.047619047619047616,1.0,3.2737927706967955,159,1676
crosire/scripthookvdotnet,https://github.com/crosire/scripthookvdotnet,0,0,0,0,10,3,0,1,753,299,753,2332,3335,2771.938775510204,False,False,True,True,12,1,395,36.08163265306123,6.061224489795919,714,0.2,2.0,0.0,0,2354
ghcjs/jsaddle,https://github.com/ghcjs/jsaddle,0,275,0,276,494,12,2,0,107,48,107,3038,3415,3528.3571428571427,True,False,False,True,36,0,0,122.82142857142857,41.464285714285715,294,0.14285714285714285,4.0,275.0,81,3038
ioBroker/ioBroker.scenes,https://github.com/ioBroker/ioBroker.scenes,0,10,0,22,28,2,0,0,23,12,23,2095,2716,1980.2380952380952,True,False,False,True,162,0,0,18.38095238095238,4.190476190476191,120,1.0,1.5,10.0,11,2260
aliftype/mada,https://github.com/aliftype/mada,0,10,4,18,41,1,0,0,44,5,44,3654,1743,3494.0,False,False,False,True,19,0,0,256.5,30.25,656,0.29411764705882354,0.6,10.0,43,3654
pruttned/owl-bt,https://github.com/pruttned/owl-bt,8,6,36,16,17,12,0,1,124,17,124,1800,2944,2693.0,False,False,False,True,18,0,9,32.0,2.2,437,0.05714285714285714,1.0,3.601190476190476,345,1800
IgniteUI/igniteui-angularjs,https://github.com/IgniteUI/igniteui-angularjs,2,15,2,15,30,12,0,0,109,34,109,2557,2934,2814.4615384615386,True,False,False,True,81,0,0,31.846153846153847,8.076923076923077,49,0.07142857142857142,1.25,14.0,139,2557
clojure/data.int-map,https://github.com/clojure/data.int-map,0,6,1,6,212,2,0,0,99,9,99,2153,4095,4542.333333333333,True,False,False,True,90,0,0,922.0,17.666666666666668,45,0.5,0.5,5.333333333333333,153,2153
Fody/Caseless,https://github.com/Fody/Caseless,0,18,18,20,75,3,0,0,32,7,32,3216,3168,2763.6666666666665,False,False,False,True,32,0,0,83.0,10.666666666666666,445,0.2608695652173913,0.5,16.23611111111111,2,3187
travis-ci/travis-rubies,https://github.com/travis-ci/travis-rubies,2,16,3,16,16,24,0,0,40,26,40,2836,3853,3070.4117647058824,False,False,False,True,259,0,0,241.64705882352942,70.47058823529412,17618,0.17073170731707318,0.42857142857142855,16.0,62,2836
Kozea/pygal,https://github.com/Kozea/pygal,0,3,2,3,8,6,1,0,2387,393,2387,4937,3737,3386.3684210526317,True,True,False,True,102,0,0,102.3157894736842,18.649122807017545,598,0.25,1.0,3.0,28,4937
lsst/meas_astrom,https://github.com/lsst/meas_astrom,0,13,13,16,17,171,0,0,1,6,1,4587,3620,3335.84375,True,True,True,False,427,0,0,19.65625,2.03125,278,0.25925925925925924,0.8571428571428571,2.5117393717393717,16,4619
FdezRomero/request-image-size,https://github.com/FdezRomero/request-image-size,1,0,2,0,2,3,0,1,32,12,32,2397,3392,2817.25,False,False,False,True,25,6,22,11.875,7.125,20,0.0,0,0.0,128,2397
pilwon/node-ib,https://github.com/pilwon/node-ib,0,15,2,20,56,3,0,1,363,130,363,2713,4573,3121.137931034483,False,False,True,True,57,3,301,81.58620689655173,7.758620689655173,172,0.14666666666666667,0.5454545454545454,14.5,161,2713
slyrus/opticl,https://github.com/slyrus/opticl,5,36,19,50,82,4,8,1,166,32,166,3617,4085,3674.0,True,True,False,True,104,100,120,78.0,57.75,251,0.18461538461538463,0.6666666666666666,32.31111111111111,258,3617
kbjr/node-cards,https://github.com/kbjr/node-cards,1,31,1,42,235,4,0,1,83,31,83,839,4242,3371.6666666666665,False,True,False,True,45,6,78,76.5,21.5,44,0.13513513513513514,0.6666666666666666,27.25,263,839
louiz/biboumi,https://github.com/louiz/biboumi,0,4,1,6,9,25,0,1,58,10,58,2626,4038,3466.090909090909,True,True,False,True,18,14,25,54.18181818181818,13.272727272727273,994,0.25,0.5,4.0,243,2626
php/web-pres2,https://github.com/php/web-pres2,0,647,0,665,1190,2,9,0,17,10,17,6847,4745,4347.333333333333,False,False,False,True,130,0,0,1119.5833333333333,14.833333333333334,223,0.25925925925925924,0.5714285714285714,642.5,169,6847
doctrine/DoctrineFixturesBundle,https://github.com/doctrine/DoctrineFixturesBundle,0,3,3,14,27,9,0,0,2113,198,2113,3393,4222,3704.5142857142855,False,True,False,True,75,0,0,414.15714285714284,61.385714285714286,49,0.125,1.0,3.0,177,3393
cloudfoundry/gorouter,https://github.com/cloudfoundry/gorouter,0,9,0,12,99,9,20,0,423,223,423,3268,3863,3419.7131782945735,True,True,False,True,424,0,0,42.04651162790697,14.364341085271318,83,0.5,1.0,8.071428571428571,14,3296
AlfonsoML/confighelper,https://github.com/AlfonsoML/confighelper,5,8,5,8,12,1,0,1,6,15,6,2759,3268,3148.8333333333335,False,True,False,True,19,0,4,7.666666666666667,0.3333333333333333,15,0.07692307692307693,1.0,4.642857142857142,142,2759
brigand/fast-nvm-fish,https://github.com/brigand/fast-nvm-fish,0,61,3,62,978,1,1,1,118,25,118,1283,3705,3592.25,False,False,False,True,266,20,287,149.41666666666666,26.25,26,0.058823529411764705,2.0,61.0,343,1283
kovisoft/paredit,https://github.com/kovisoft/paredit,0,0,0,0,26,1,0,1,66,17,66,3096,3076,3709.5625,False,True,False,True,5,0,20,405.875,15.8125,90,0.16666666666666666,1.0,0.0,163,3096
s32x/anirip,https://github.com/s32x/anirip,1,26,1,26,77,1,0,1,139,32,139,1822,2695,2712.6666666666665,False,False,False,True,10,16,136,211.66666666666666,5.333333333333333,96,0.26666666666666666,0.25,25.25,310,1822
thenickdude/webm-writer-js,https://github.com/thenickdude/webm-writer-js,0,6,1,7,15,4,3,1,163,24,163,1625,3360,2934.75,True,False,False,True,73,3,125,51.5,17.75,28,0.3333333333333333,2.0,6.0,127,1767
munkireport/power,https://github.com/munkireport/power,10,15,13,21,8,1,0,0,1,4,1,438,2898,2724.6,False,False,False,True,71,0,0,37.8,4.6,16,0.08571428571428572,0.6666666666666666,10.116468253968254,116,560
ircam-ismm/sync,https://github.com/ircam-ismm/sync,0,8,29,30,295,2,0,0,17,2,17,2334,604,3389.6666666666665,False,False,True,True,22,0,0,20.333333333333332,5.0,65,1.3333333333333333,0.25,8.0,57,2334
idclark/wrap-it-up,https://github.com/idclark/wrap-it-up,0,18,6,23,61,1,2,1,3,3,3,0,3931,2547.3333333333335,True,False,False,True,21,7,3,1.6666666666666667,2.6666666666666665,24,0.19298245614035087,0.5454545454545454,14.975,266,0
frappe/frappe_theme,https://github.com/frappe/frappe_theme,0,0,0,0,189,16,0,0,20,47,20,2487,3752,2595.0625,False,False,False,True,105,0,0,98.6875,20.0,146,0.19047619047619047,1.0,0.0,115,2487
theseal/ssh-askpass,https://github.com/theseal/ssh-askpass,2,98,12,127,579,1,0,1,122,24,122,2497,3761,4133.142857142857,False,False,False,True,25,10,13,35.285714285714285,26.571428571428573,36,0.8,0.75,94.53333333333333,20,2497
amasad/sane,https://github.com/amasad/sane,1,24,6,34,94,11,0,1,373,67,373,2642,3883,3750.6944444444443,True,False,False,True,142,33,1593,341.1666666666667,51.27777777777778,128,0.15,1.3333333333333333,20.446428571428573,79,2642
zh-google-styleguide/zh-google-styleguide,https://github.com/zh-google-styleguide/zh-google-styleguide,0,8,1,8,16,2,0,0,8002,2423,8002,3334,3345,2657.672727272727,False,False,False,True,1,0,0,47.63636363636363,51.8,68,0.16666666666666666,1.0,5.241666666666666,13,3363
KDE/libkgapi,https://github.com/KDE/libkgapi,4,431,50,612,453,31,0,0,5,2,5,3759,2191,3420.1627906976746,False,True,True,True,1044,0,0,17.72093023255814,3.4186046511627906,475,0.7692307692307693,0.65,426.49999999999994,2,3776
yeslogic/fathom,https://github.com/yeslogic/fathom,0,89,1,93,147,2,3,0,131,6,131,2331,3521,3565.777777777778,True,False,True,True,30,0,0,109.66666666666667,46.0,1635,0.19,0.47368421052631576,88.0,120,2331
recursion-schemes/recursion-schemes,https://github.com/recursion-schemes/recursion-schemes,0,3,2,5,17,2,0,0,278,45,278,3716,206,3859.5714285714284,False,True,True,True,1,0,0,343.42857142857144,54.857142857142854,81,0.07142857142857142,2.0,2.111111111111111,164,3716
OSGConnect/tutorial-pegasus,https://github.com/OSGConnect/tutorial-pegasus,0,23,3,24,54,2,0,0,1,3,1,2079,2642,2859.625,False,False,False,True,54,0,0,6.375,4.375,13,0.125,3.0,21.75,194,2079
mantoni/mocaccino.js,https://github.com/mantoni/mocaccino.js,0,1,0,1,5,2,0,1,22,11,22,2676,4080,3770.8333333333335,True,False,False,True,94,8,143,247.75,150.91666666666666,149,0.16666666666666666,1.0,1.0,115,2676
glinscott/fishtest,https://github.com/glinscott/fishtest,0,0,0,0,73,6,0,1,165,94,165,3132,3901,2622.5142857142855,True,False,False,True,20,2,130,22.485714285714284,2.6,728,0.0,0,0.0,2,3158
lxqt/lxqt-notificationd,https://github.com/lxqt/lxqt-notificationd,0,14,1,22,181,5,0,0,45,36,45,3376,1430,2701.318181818182,True,False,False,True,44,0,0,48.54545454545455,9.011363636363637,46,0.125,4.0,13.5,5,3401
hynek/doc2dash,https://github.com/hynek/doc2dash,2,5,7,7,10,3,0,1,388,33,388,3231,4654,3980.0666666666666,True,True,False,True,15,6,833,834.9333333333333,32.733333333333334,268,0.3333333333333333,0.6,3.4444444444444446,146,3231
c-rack/cbor-java,https://github.com/c-rack/cbor-java,0,0,0,0,1,4,0,1,77,19,77,2686,4289,3065.375,True,False,True,True,90,48,140,27.5,7.125,213,0.0,0,0.0,114,2804
ericluo/ericluo.github.com,https://github.com/ericluo/ericluo.github.com,1,4,1,4,14,1,0,1,2,0,2,3513,4909,4381.190476190476,False,False,False,True,21,5,8,165.9047619047619,62.142857142857146,464,0.3333333333333333,0.6,4.0,20,3549
sevlyar/go-daemon,https://github.com/sevlyar/go-daemon,0,10,1,10,58,2,0,1,1469,208,1469,2963,3518,3045.875,False,False,True,True,15,2,43,58.5625,16.9375,66,0.18181818181818182,0.5,10.0,19,2963
beryllium/CacheBundle,https://github.com/beryllium/CacheBundle,0,10,2,14,35,3,0,1,32,22,32,3425,3874,3766.6,False,False,False,True,87,19,42,36.0,17.4,24,0.18181818181818182,1.0,10.0,162,3425
usqcd-software/xpath_reader,https://github.com/usqcd-software/xpath_reader,0,5,0,6,9,1,0,0,2,1,2,6510,2799,3422.3333333333335,False,False,True,True,21,0,0,12.0,2.3333333333333335,85,0.5,1.0,5.0,190,6702
cabinjs/cabin,https://github.com/cabinjs/cabin,2,37,36,87,136,1,6,0,673,39,673,1186,2949,2535.0,True,False,True,True,10,0,0,420.75,7.5,203,0.8695652173913043,0.3,32.45,185,1186
zopefoundation/zope.proxy,https://github.com/zopefoundation/zope.proxy,0,10,0,13,23,4,5,0,5,9,5,5193,3607,3827.5416666666665,True,True,False,True,393,0,0,146.54166666666666,9.875,95,0.2857142857142857,0.375,9.2,55,5193
morepath/more.transaction,https://github.com/morepath/more.transaction,2,51,4,53,38,2,1,0,5,3,5,2477,2919,3125.4,True,False,False,True,41,0,0,37.0,4.2,36,2.5,0.4,33.19399766899767,150,2477
szechyjs/dsd,https://github.com/szechyjs/dsd,0,6,0,6,14,3,2,1,497,199,497,2742,3747,3361.0,True,False,False,True,106,7,73,29.8,4.2,60,1.5,1.0,6.0,267,2742
nh13/DWGSIM,https://github.com/nh13/DWGSIM,0,1,2,29,22,1,4,1,61,29,61,3462,3747,3658.1111111111113,False,False,False,True,134,15,170,163.66666666666666,57.77777777777778,154,0.0,0,0.1,221,3462
dingo/blueprint,https://github.com/dingo/blueprint,0,1,0,1,2,2,0,0,268,96,268,2113,3005,3237.71875,True,False,False,True,5,0,0,255.53125,30.5625,39,0.11764705882352941,0.0,1.0,138,2113
dooApp/FXForm2,https://github.com/dooApp/FXForm2,1,49,1,49,56,17,0,0,200,49,200,3464,3758,3477.5833333333335,True,False,False,True,19,0,0,86.83333333333333,22.5,397,1.5,0.3333333333333333,49.0,208,3690
joshp23/tt-rss-yourls,https://github.com/joshp23/tt-rss-yourls,1,3,3,8,47,1,0,1,22,5,22,2885,2707,3351.8333333333335,False,False,False,True,53,0,13,6.333333333333333,4.166666666666667,16,1.5,1.0,1.476190476190476,185,2885
ngs-doo/TemplaterExamples,https://github.com/ngs-doo/TemplaterExamples,0,2,4,13,236,1,0,0,35,23,35,3645,3472,3673.75,True,False,True,True,18,0,0,9.0,2.75,133,0.0,0,2.0,6,3645
gijzelaerr/python-docker-machine,https://github.com/gijzelaerr/python-docker-machine,5,89,6,118,89,2,0,1,31,18,31,1658,4087,2777.5,True,True,False,True,167,79,131,131.0,17.75,29,0.1615720524017467,0.918918918918919,62.917446442446476,377,1658
mapbox/tile-reduce,https://github.com/mapbox/tile-reduce,0,8,0,13,23,12,0,0,169,34,169,2212,3876,3712.866666666667,True,False,True,True,850,0,0,630.4666666666667,96.46666666666667,95,0.3333333333333333,2.0,7.5,145,2212
treasure-data/td-client-ruby,https://github.com/treasure-data/td-client-ruby,0,1,0,2,3,9,0,0,24,30,24,3395,3798,3920.1111111111113,True,False,True,True,108,0,0,172.8148148148148,34.592592592592595,129,0.25,2.0,1.0,181,3395
xuwei-k/qiita-twitter-bot,https://github.com/xuwei-k/qiita-twitter-bot,0,1,0,1,2,1,0,1,2,1,2,2639,4027,2724.3333333333335,True,False,False,True,934,802,745,249.0,267.6666666666667,82,0.16666666666666666,1.0,1.0,1,2626
ilanschnell/bsdiff4,https://github.com/ilanschnell/bsdiff4,2,117,29,226,388,1,14,1,82,16,82,3612,4079,3056.6666666666665,False,False,False,True,35,3,123,48.666666666666664,1.0,163,0.1346153846153846,0.5714285714285714,103.13333333333333,157,3612
vesse/passport-ldapauth,https://github.com/vesse/passport-ldapauth,0,31,0,31,28,9,0,1,291,97,291,2773,3802,3644.875,True,False,False,True,42,4,20,17.0,18.75,199,0.23076923076923078,0.6666666666666666,23.866666666666664,303,2773
hay/wiki-tools,https://github.com/hay/wiki-tools,0,6,1,8,10,2,0,1,74,29,74,2739,4377,3657.2,False,False,False,True,129,84,147,92.2,37.2,493,0.18181818181818182,0.5,6.0,0,2747
moment/momentjs.com,https://github.com/moment/momentjs.com,11,18,65,39,37,49,1,0,596,804,596,3344,3079,3236.725,False,True,False,True,7,0,0,90.075,24.833333333333332,343,0.2708333333333333,0.3076923076923077,11.331349206349204,167,3344
Castaglia/proftpd-mod_vroot,https://github.com/Castaglia/proftpd-mod_vroot,4,25,4,25,52,1,1,1,7,7,7,3110,3760,3674.3333333333335,True,False,False,True,77,1,39,15.0,1.6666666666666667,77,0.15555555555555556,0.7142857142857143,23.642857142857142,11,3110
jillesvangurp/jsonj,https://github.com/jillesvangurp/jsonj,0,0,0,0,36,4,0,1,42,7,42,3742,3761,3150.5,True,False,False,True,70,42,75,19.75,10.75,671,0.0,0,0.0,14,3742
noflo/noflo-redis,https://github.com/noflo/noflo-redis,2,43,61,165,136,32,8,0,2,4,2,2536,3486,2446.0,True,False,False,True,129,0,0,218.5,1.5,118,0.36486486486486486,0.18518518518518517,41.25,191,2536
underyx/flask-redis,https://github.com/underyx/flask-redis,0,4,1,4,9,8,0,1,390,65,390,2928,3650,3424.5454545454545,True,False,False,True,123,116,103,56.27272727272727,54.27272727272727,44,0.5,2.0,3.0588235294117645,77,2928
Keyang/node-csvtojson,https://github.com/Keyang/node-csvtojson,0,4,16,16,114,6,0,1,1712,253,1712,2765,3638,3079.6792452830186,True,True,False,True,68,3,57,170.73584905660377,77.81132075471699,211,0.08333333333333333,4.0,4.0,100,2765
bingos/cpan-perl-releases,https://github.com/bingos/cpan-perl-releases,1,300,33,312,122,1,2,1,6,6,6,3681,4572,4217.0,True,False,False,False,249,330,198,89.4,117.0,251,0.5,0.75,389.7603535353534,25,3683
iPublicis/e-cidadania,https://github.com/iPublicis/e-cidadania,0,2,4,3,8,4,0,1,0,0,0,3555,3285,3571.5,True,True,False,True,406,11,10,32.333333333333336,22.22222222222222,1152,0.07692307692307693,2.0,2.0,368,3555
innoveit/react-native-ble-manager,https://github.com/innoveit/react-native-ble-manager,1,12,1,12,836,4,0,0,1336,536,1336,1917,2501,3046.5853658536585,False,False,True,True,6,0,0,85.65853658536585,19.841463414634145,414,0.2608695652173913,1.1666666666666667,10.5,17,1955
tadzik/File-Find,https://github.com/tadzik/File-Find,0,0,1,0,7,1,0,1,6,17,6,3518,4502,3801.9375,True,False,False,True,185,25,120,145.875,51.4375,45,0.0,0,0.0,321,3518
markmfredrickson/optmatch,https://github.com/markmfredrickson/optmatch,1,2,1,2,39,15,0,1,31,9,31,3733,4467,3283.5,True,False,True,True,3,5,31,21.625,7.125,416,0.45454545454545453,0.2,1.0909090909090908,24,3763
eclipse/lyo.server,https://github.com/eclipse/lyo.server,2,4,21,5,19,7,0,0,5,12,5,3251,4587,2826.4545454545455,True,False,False,True,472,0,0,26.90909090909091,11.636363636363637,54,0.25,0.75,4.0,275,3251
vandermeerlab/vandermeerlab,https://github.com/vandermeerlab/vandermeerlab,3,24,70,162,51,9,1,0,15,25,15,3173,1878,3018.25,True,True,False,True,18,0,0,10.125,0.625,241,0.08771929824561403,1.2,16.726388888888888,64,3173
ist-dsi/fenix-webapp,https://github.com/ist-dsi/fenix-webapp,2,62,11,202,394,4,0,0,3,29,3,2864,3199,2883.681818181818,False,True,False,True,71,0,0,22.136363636363637,11.454545454545455,1430,0.2682926829268293,0.45454545454545453,60.150000000000006,1,2884
crucialfelix/django-ajax-selects,https://github.com/crucialfelix/django-ajax-selects,1,217,1,217,316,6,0,1,775,234,775,4178,4209,3553.487804878049,True,True,True,True,50,13,166,42.80487804878049,11.487804878048781,261,1.0,1.0,213.83333333333334,278,4178
ClioPatria/ClioPatria,https://github.com/ClioPatria/ClioPatria,0,34,0,36,45,4,3,0,48,10,48,4998,2553,3611.818181818182,True,False,True,True,20,0,0,60.18181818181818,16.454545454545453,1162,0.5,0.5,32.22222222222222,37,4998
atom/underscore-plus,https://github.com/atom/underscore-plus,0,11,0,11,24,4,0,0,58,13,58,2772,3639,3779.5384615384614,True,False,False,True,255,0,0,639.6153846153846,38.0,41,0.5,1.0,11.0,93,2772
jacob-carlborg/dstep,https://github.com/jacob-carlborg/dstep,0,1,0,1,22,8,0,1,184,33,184,3471,4109,3547.5384615384614,True,False,False,True,85,0,40,66.3076923076923,79.6923076923077,337,0.16666666666666666,1.0,1.0,47,3538
alexmurray/indicator-sensors,https://github.com/alexmurray/indicator-sensors,0,22,3,23,97,2,1,1,52,12,52,3493,4589,2533.1666666666665,False,False,False,True,143,10,62,14.666666666666666,7.5,325,1.0,0.6,20.083333333333332,324,3493
OmniSharp/omnisharp-vim,https://github.com/OmniSharp/omnisharp-vim,0,1,0,3,21,2,1,0,1334,159,1334,3140,2515,3252.0375,True,True,True,True,27,0,0,155.1375,43.1125,536,0.2,1.0,1.0,3,3149
OpenNebula/one,https://github.com/OpenNebula/one,5,19,21,72,36,50,0,0,806,376,806,4831,3842,2885.026785714286,True,True,True,True,50,0,0,19.482142857142858,24.732142857142858,3436,0.10526315789473684,0.5,16.79090909090909,1,4854
mloberg/mlo.io,https://github.com/mloberg/mlo.io,0,4,0,5,19,3,0,1,0,0,0,3375,4310,2571.6666666666665,False,False,False,True,53,48,44,114.33333333333333,16.0,227,0.3333333333333333,0.5,4.0,6,3242
ivanoblomov/google_maps_geocoder,https://github.com/ivanoblomov/google_maps_geocoder,0,5,0,5,59,1,0,1,10,6,10,3806,4419,3722.6,True,False,False,True,18,4,8,60.0,62.6,134,0.10344827586206896,1.6666666666666667,5.0,2,3822
no-hope/fw-overlay,https://github.com/no-hope/fw-overlay,1,6,3,13,20,2,0,0,4,2,4,3464,3855,3901.5,False,False,False,True,10,0,0,19.666666666666668,11.166666666666666,424,0.15789473684210525,1.3333333333333333,6.0,287,3464
mongodb/docs-php-library,https://github.com/mongodb/docs-php-library,0,6,3,12,175,11,1,0,1,8,1,1876,4633,3193.3333333333335,False,False,False,True,176,0,0,123.16666666666667,6.333333333333333,27,0.5,1.0,5.333333333333333,6,1876
polopoly/confluence-nexus-plugin,https://github.com/polopoly/confluence-nexus-plugin,3,14,5,14,32,1,0,0,3,3,3,3364,4240,3699.5,True,False,False,True,35,0,0,5.5,3.0,41,0.15789473684210525,0.3333333333333333,10.196918767507002,170,3364
radiocosmology/cora,https://github.com/radiocosmology/cora,0,48,2,86,65,14,5,0,16,14,16,3314,2811,3216.625,True,True,False,True,8,0,0,22.625,12.5,208,0.125,0.4,49.0,37,3477
CTSIatUCSF/gadgets,https://github.com/CTSIatUCSF/gadgets,0,116,0,116,359,7,6,0,8,4,8,3744,3408,3100.8,False,False,False,False,19,0,0,1.2,0.0,193,0.375,1.0,110.06666666666666,232,3744
thephpleague/flysystem-aws-s3-v3,https://github.com/thephpleague/flysystem-aws-s3-v3,0,1,3,1,5,2,0,0,1296,158,1296,2450,3925,3647.9473684210525,True,False,False,True,154,0,0,322.36842105263156,21.55263157894737,101,0.1111111111111111,1.0,1.0,23,2450
mkiol/kaktus,https://github.com/mkiol/kaktus,0,0,0,0,2873,1,0,1,17,8,17,2659,3507,3644.25,False,False,False,True,19,0,20,17.75,5.25,136,0.25668449197860965,0.6041666666666666,0.5,81,2659
PIH/openmrs-module-emr,https://github.com/PIH/openmrs-module-emr,0,4,3,9,158,15,0,0,1,5,1,3250,3411,3787.176470588235,True,False,False,True,110,0,0,47.76470588235294,27.352941176470587,472,0.125,0.5,4.0,18,3344
filip-husnik/pseudofinder,https://github.com/filip-husnik/pseudofinder,1,0,2,2,4,1,0,1,14,13,14,1699,2228,1751.3333333333333,True,False,False,True,8,0,5,8.333333333333334,2.6666666666666665,109,0.0,0,0.0,10,1339
BestBuyAPIs/api-documentation,https://github.com/BestBuyAPIs/api-documentation,26,374,126,597,332,14,56,0,12,27,12,1987,2944,2373.4117647058824,False,False,False,True,15,0,0,22.647058823529413,20.235294117647058,54,1.5,0.9166666666666666,346.4277777777777,143,1987
terasolunaorg/terasoluna-tourreservation,https://github.com/terasolunaorg/terasoluna-tourreservation,2,87,46,148,255,25,0,0,31,28,31,2738,3301,2062.157894736842,True,False,False,True,8,0,0,22.894736842105264,0.4473684210526316,96,0.423728813559322,0.4,81.1825396825397,10,2738
UoEMainLibrary/skylight-local,https://github.com/UoEMainLibrary/skylight-local,0,0,4,0,1,4,0,0,0,13,0,2858,2903,2328.6153846153848,False,False,False,True,38,0,0,4.076923076923077,4.076923076923077,681,0.16666666666666666,0.0,0.0,1,2876
fuel/oil,https://github.com/fuel/oil,1,349,26,392,798,11,0,0,106,64,106,3489,3979,3776.2291666666665,False,False,False,False,14,0,0,130.14583333333334,34.875,103,0.36363636363636365,0.5,343.65,314,3489
geoffrowland/moodle-filter_jmol,https://github.com/geoffrowland/moodle-filter_jmol,0,9,5,12,15,10,0,1,7,16,7,3795,3881,3750.4,True,False,False,True,135,5,15,31.8,1.4,70,0.34782608695652173,0.625,8.2,38,3795
jxmai/primefaces,https://github.com/jxmai/primefaces,0,4,0,4,13,10,2,1,0,0,0,3740,2441,2777.5092024539877,True,True,False,True,20,0,2,32.08588957055215,6.0920245398773005,4296,0.0,0,4.0,13,3740
Debian/dcs,https://github.com/Debian/dcs,5,14,5,14,127,1,2,0,147,37,147,3316,3379,3589.0,False,True,False,True,100,0,0,111.88888888888889,19.88888888888889,730,0.6363636363636364,0.0,9.98611111111111,19,3316
Shopify/shopify_python_api,https://github.com/Shopify/shopify_python_api,3,11,4,21,85,19,8,0,761,237,761,3588,4895,3124.9154929577467,True,True,False,True,778,0,0,41.63380281690141,34.859154929577464,118,0.2,0.6666666666666666,9.416666666666666,66,3588
huichen/sego,https://github.com/huichen/sego,0,0,1,0,8,1,0,1,1537,334,1537,2955,4397,3226.6666666666665,False,False,False,True,26,0,2061,364.6666666666667,14.5,43,0.07142857142857142,1.0,0.0,23,2955
belak/base16-emacs,https://github.com/belak/base16-emacs,0,0,0,0,4,5,0,1,325,69,325,2289,4440,3524.8,False,False,False,True,122,2,80,66.48,16.84,130,0.0,0,0.0,42,2289
unepwcmc/BlueForests,https://github.com/unepwcmc/BlueForests,1,56,1,203,264,10,3,0,2,0,2,3094,3935,3135.3076923076924,True,False,False,True,174,0,0,12.923076923076923,9.384615384615385,362,0.3958333333333333,0.631578947368421,55.33333333333333,114,3094
flowbased/fbp-manifest,https://github.com/flowbased/fbp-manifest,0,0,0,0,13,66,0,0,8,3,8,1811,2668,3033.1666666666665,True,False,False,True,15,0,0,203.5,1.6666666666666667,162,0.0,0,0.0,192,1811
franzliedke/studio,https://github.com/franzliedke/studio,0,5,16,11,77,4,0,1,1042,65,1042,2223,4165,3777.5833333333335,True,False,False,True,62,35,529,191.58333333333334,25.166666666666668,248,0.17857142857142858,0.4,4.5,217,2223
jrl-umi3218/RBDyn,https://github.com/jrl-umi3218/RBDyn,17,114,59,137,350,3,1,0,85,35,85,3422,4012,3542.1666666666665,True,True,False,True,61,0,0,47.833333333333336,12.333333333333334,291,0.15789473684210525,0.5,93.84882225617521,29,3472
eazyliving/firtz,https://github.com/eazyliving/firtz,0,39,4,67,132,2,0,1,53,8,53,2972,3137,3853.714285714286,False,True,False,True,22,17,30,62.0,40.714285714285715,213,0.3125,0.8,37.2,160,2972
mapbox/node-mbtiles,https://github.com/mapbox/node-mbtiles,5,85,5,85,254,13,0,0,253,72,253,3483,3876,3785.4285714285716,True,False,False,True,850,0,0,328.0952380952381,82.76190476190476,136,0.34782608695652173,0.75,83.66666666666667,289,3483
artemyk/graphy,https://github.com/artemyk/graphy,1,9,1,15,24,1,0,1,1,5,1,2278,3754,3080.75,True,True,False,True,30,6,46,19.75,3.0,133,0.16666666666666666,0.8,9.0,153,2278
FreePBX/languages,https://github.com/FreePBX/languages,0,2,0,4,4,14,0,0,0,6,0,4802,3824,3163.4444444444443,False,False,False,True,83,0,0,12.944444444444445,2.8333333333333335,87,0.3333333333333333,1.0,1.1111111111111112,392,4802
ros/geometry2,https://github.com/ros/geometry2,1,48,1,49,508,13,0,0,135,227,135,4141,3907,3205.730769230769,True,True,False,False,82,0,0,92.38461538461539,8.064102564102564,456,0.1951219512195122,0.625,39.22183649683651,253,4141
aodn/utilities,https://github.com/aodn/utilities,0,5,6,11,162,34,1,0,0,2,0,2955,3227,2519.4545454545455,True,False,True,True,52,0,0,3.0,1.4545454545454546,152,1.2,0.6666666666666666,4.5,29,2998
qtile/qtile-examples,https://github.com/qtile/qtile-examples,15,605,207,1045,672,3,10,0,312,89,312,3305,3506,2968.814814814815,False,False,False,True,4,0,0,40.48148148148148,25.074074074074073,43,0.8695652173913043,0.2875,593.1484126984128,14,3305
laws-africa/indigo,https://github.com/laws-africa/indigo,0,2,0,2,13,23,0,0,43,18,43,2438,1162,2354.8,True,True,False,True,34,0,0,28.5,16.1,4129,0.6666666666666666,1.0,2.0,0,2460
juanpabloaj/slacker-cli,https://github.com/juanpabloaj/slacker-cli,0,6,0,6,42,2,0,1,172,14,172,2148,3806,3570.375,True,False,False,True,174,146,80,293.75,95.25,78,0.3333333333333333,0.0,3.3095238095238098,322,2148
